Index	Gene_name	Gene_list_number	Gene_list_index	Source	Ensembl_gene_id	Ensembl_transcript_id	RefSeq_mRNA_id	HGNC_symbol	Alias	Info
1065	1600032L17Rik	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000050423	ENSMUST00000132661|ENSMUST00000172766|ENSMUST00000225537	NM_029628	PPP1R3G		Regulation: UP|Probe.Set:ILMN_1238021|Identifier:XM_127272|FirstOfLocuslink:None|FirstOfName:1600032L17Rik|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.34479004251938e-09|ANOVA.CELL:1.30101679861641e-39|ANOVA.INT:0.00275507875293686|FDR_ANOVA.TREAT:2.37001280241564e-07|FDR_ANOVA.CELL:4.77149719295586e-38|FDR_ANOVA.INT:0.137379056520634|TTEST.ASTRO.DEX:7.8465826668881e-05|TTEST.ASTRO.ALD:0.136306646546302|TTEST.ASTRO.DHT:0.10326433010213801|TTEST.ASTRO.PRG:0.0760847883478472|TTEST.ASTRO.ESR:0.0317891013587496|TTEST.NEURO.DEX:0.0457393575722985|TTEST.NEURO.ALD:0.7425816622111611|TTEST.NEURO.DHT:0.6355961798332731|TTEST.NEURO.PRG:0.50852841479899|TTEST.NEURO.ESR:0.894321524075063|FDR_TTEST.ASTRO.DEX:0.00968380697042435|FDR_TTEST.ASTRO.ALD:0.7481525462492451|FDR_TTEST.ASTRO.DHT:0.8965098199499251|FDR_TTEST.ASTRO.PRG:0.85703128377737|FDR_TTEST.ASTRO.ESR:0.8895939188720621|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.798401041666668|FOLD.ASTRO.ALD:0.19871875|FOLD.ASTRO.DHT:0.142986979166667|FOLD.ASTRO.PRG:0.14703125|FOLD.ASTRO.ESR:0.211197916666667|FOLD.NEURO.DEX:0.272255208333334|FOLD.NEURO.ALD:0.038322916666667005|FOLD.NEURO.DHT:-0.053830729166666196|FOLD.NEURO.PRG:0.0766119791666675|FOLD.NEURO.ESR:0.0133802083333343
1066	Klf4	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000003032	ENSMUST00000129250|ENSMUST00000132746|ENSMUST00000107619	NM_010637	KLF4	Zie|Gklf|EZF	Regulation: UP|Probe.Set:ILMN_1221264|Identifier:NM_010637.1|FirstOfLocuslink:NP_034767.1|FirstOfName:Klf4|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.7201685538840402e-05|ANOVA.CELL:9.043123474637441e-10|ANOVA.INT:0.00251449689201091|FDR_ANOVA.TREAT:0.00182782662756294|FDR_ANOVA.CELL:2.7863151162278704e-09|FDR_ANOVA.INT:0.12800923868986902|TTEST.ASTRO.DEX:0.00865971268166028|TTEST.ASTRO.ALD:0.0348199998849973|TTEST.ASTRO.DHT:0.89983923802979|TTEST.ASTRO.PRG:0.334237354317988|TTEST.ASTRO.ESR:0.7911569214309511|TTEST.NEURO.DEX:0.19964447388668402|TTEST.NEURO.ALD:0.8944066023966031|TTEST.NEURO.DHT:0.43235050130998204|TTEST.NEURO.PRG:0.448590907980834|TTEST.NEURO.ESR:0.7126235133876431|FDR_TTEST.ASTRO.DEX:0.166814173284515|FDR_TTEST.ASTRO.ALD:0.5869054869778191|FDR_TTEST.ASTRO.DHT:0.99167669224914|FDR_TTEST.ASTRO.PRG:0.9169163824305171|FDR_TTEST.ASTRO.ESR:0.990181197896809|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.548812499999999|FOLD.ASTRO.ALD:0.212765625|FOLD.ASTRO.DHT:0.00758593750000003|FOLD.ASTRO.PRG:0.0798671874999997|FOLD.ASTRO.ESR:-0.0160755208333336|FOLD.NEURO.DEX:0.10577604166666701|FOLD.NEURO.ALD:0.0122447916666673|FOLD.NEURO.DHT:0.0656093750000011|FOLD.NEURO.PRG:0.0707291666666672|FOLD.NEURO.ESR:-0.0315286458333333
1067	Timp4	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000030317	ENSMUST00000032462|ENSMUST00000205131	NM_001356406|NM_080639	TIMP4	TIMP-4	Regulation: UP|Probe.Set:ILMN_2665133|Identifier:NM_080639.3|FirstOfLocuslink:NP_542370.3|FirstOfName:Timp4|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:4.2623224690335804e-05|ANOVA.CELL:2.01984277260902e-34|ANOVA.INT:0.0184628857485886|FDR_ANOVA.TREAT:0.0026813144098795103|FDR_ANOVA.CELL:3.68779043821467e-33|FDR_ANOVA.INT:0.48938305772406904|TTEST.ASTRO.DEX:0.000212904814051159|TTEST.ASTRO.ALD:0.0030886571921030304|TTEST.ASTRO.DHT:0.180381298314842|TTEST.ASTRO.PRG:0.00182039333472478|TTEST.ASTRO.ESR:0.22278574218757702|TTEST.NEURO.DEX:0.0481893797164561|TTEST.NEURO.ALD:0.5452294076378931|TTEST.NEURO.DHT:0.40821507597599505|TTEST.NEURO.PRG:0.43454684304859903|TTEST.NEURO.ESR:0.425720485718006|FDR_TTEST.ASTRO.DEX:0.0179064970564631|FDR_TTEST.ASTRO.ALD:0.294808761999361|FDR_TTEST.ASTRO.DHT:0.9132682544287011|FDR_TTEST.ASTRO.PRG:0.6128946218530691|FDR_TTEST.ASTRO.ESR:0.949196024906597|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.512739583333333|FOLD.ASTRO.ALD:0.359403645833334|FOLD.ASTRO.DHT:0.129950520833333|FOLD.ASTRO.PRG:0.269281250000001|FOLD.ASTRO.ESR:0.12127343749999901|FOLD.NEURO.DEX:0.172020833333335|FOLD.NEURO.ALD:0.0478671875000014|FOLD.NEURO.DHT:0.07506770833333219|FOLD.NEURO.PRG:0.0454661458333323|FOLD.NEURO.ESR:0.0701614583333328
1068	Tagap	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000033450	ENSMUST00000226153|ENSMUST00000036370	NM_145968	TAGAP	Tcd-1|tcs-1|tcs1|TRD|Tcd1|Tcd1a	Regulation: UP|Probe.Set:ILMN_2879759|Identifier:NM_145968.1|FirstOfLocuslink:NP_666080.1|FirstOfName:Tagap|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.033486437333e-05|ANOVA.CELL:0.0280596353676475|ANOVA.INT:0.005849648178106731|FDR_ANOVA.TREAT:0.0007759382562181111|FDR_ANOVA.CELL:0.0451107413901241|FDR_ANOVA.INT:0.24001303250066802|TTEST.ASTRO.DEX:0.000147590817874881|TTEST.ASTRO.ALD:0.41598083295104904|TTEST.ASTRO.DHT:0.751251397826278|TTEST.ASTRO.PRG:0.9782426403591291|TTEST.ASTRO.ESR:0.9512538258111871|TTEST.NEURO.DEX:0.0485133203749678|TTEST.NEURO.ALD:0.44659995690882404|TTEST.NEURO.DHT:0.44400089065448|TTEST.NEURO.PRG:0.838657306501247|TTEST.NEURO.ESR:0.709115263381594|FDR_TTEST.ASTRO.DEX:0.0143495477402826|FDR_TTEST.ASTRO.ALD:0.8835559372288141|FDR_TTEST.ASTRO.DHT:0.9816217669724281|FDR_TTEST.ASTRO.PRG:0.9981608362299661|FDR_TTEST.ASTRO.ESR:0.998196346409513|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.544164062499998|FOLD.ASTRO.ALD:0.0955677083333324|FOLD.ASTRO.DHT:-0.0249427083333345|FOLD.ASTRO.PRG:0.00196093749999982|FOLD.ASTRO.ESR:-0.005320312500002091|FOLD.NEURO.DEX:0.15464843749999901|FOLD.NEURO.ALD:0.055768229166664796|FOLD.NEURO.DHT:0.0871927083333333|FOLD.NEURO.PRG:0.0141979166666655|FOLD.NEURO.ESR:0.0347838541666672
1069	Slc35f3	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000057060	ENSMUST00000238386|ENSMUST00000238518|ENSMUST00000108759	NM_175434|NM_001363500	SLC35F3	B230375D17Rik	Regulation: UP|Probe.Set:ILMN_2698880|Identifier:NM_175434.3|FirstOfLocuslink:NP_780643.2|FirstOfName:Slc35f3|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:6.927477949047721e-05|ANOVA.CELL:2.96672220965217e-21|ANOVA.INT:0.0852687312522388|FDR_ANOVA.TREAT:0.0040851770985865805|FDR_ANOVA.CELL:1.7183320535433898e-20|FDR_ANOVA.INT:0.9589510079284781|TTEST.ASTRO.DEX:0.00310721919650884|TTEST.ASTRO.ALD:0.764691417530393|TTEST.ASTRO.DHT:0.533393973418137|TTEST.ASTRO.PRG:0.614175524713478|TTEST.ASTRO.ESR:0.806499847786991|TTEST.NEURO.DEX:0.0496896449688077|TTEST.NEURO.ALD:0.56703368261577|TTEST.NEURO.DHT:0.9644055193005421|TTEST.NEURO.PRG:0.9758320536375851|TTEST.NEURO.ESR:0.25441023483226|FDR_TTEST.ASTRO.DEX:0.0955861164401703|FDR_TTEST.ASTRO.ALD:0.9664490741583661|FDR_TTEST.ASTRO.DHT:0.9601296074426481|FDR_TTEST.ASTRO.PRG:0.9600212507355771|FDR_TTEST.ASTRO.ESR:0.9912165285013931|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.48059375000000104|FOLD.ASTRO.ALD:-0.027122395833332598|FOLD.ASTRO.DHT:-0.058872395833335006|FOLD.ASTRO.PRG:-0.0577083333333341|FOLD.ASTRO.ESR:-0.0220598958333333|FOLD.NEURO.DEX:0.175515625000001|FOLD.NEURO.ALD:0.0379635416666666|FOLD.NEURO.DHT:-0.0043541666666655505|FOLD.NEURO.PRG:0.0033098958333344104|FOLD.NEURO.ESR:0.0508932291666664
1070	Mbnl2	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000022139	ENSMUST00000088419|ENSMUST00000227508|ENSMUST00000227644|ENSMUST00000226800|ENSMUST00000227484|ENSMUST00000227594|ENSMUST00000167459|ENSMUST00000227012|ENSMUST00000227153|ENSMUST00000228115	NM_175341|NM_001360376|NM_001360380|NM_001360377|NM_207515|NM_001360378|NM_001360379	MBNL2	1110002M11Rik	Regulation: UP|Probe.Set:ILMN_3094013|Identifier:NM_175341.3|FirstOfLocuslink:NP_780550.1|FirstOfName:Mbnl2|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.8279186734049698e-06|ANOVA.CELL:5.2258458517903e-32|ANOVA.INT:0.557121988959413|FDR_ANOVA.TREAT:0.00016420684207354302|FDR_ANOVA.CELL:7.37915004160751e-31|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.00030326375170319303|TTEST.ASTRO.ALD:0.0686603668497987|TTEST.ASTRO.DHT:0.19720354034168|TTEST.ASTRO.PRG:0.606246708036784|TTEST.ASTRO.ESR:0.199147383906424|TTEST.NEURO.DEX:0.049853248545289296|TTEST.NEURO.ALD:0.859347846132098|TTEST.NEURO.DHT:0.8007684741797191|TTEST.NEURO.PRG:0.8014112603408091|TTEST.NEURO.ESR:0.4732438219988|FDR_TTEST.ASTRO.DEX:0.0226860575119434|FDR_TTEST.ASTRO.ALD:0.663916607721113|FDR_TTEST.ASTRO.DHT:0.9132682544287011|FDR_TTEST.ASTRO.PRG:0.9591781234801331|FDR_TTEST.ASTRO.ESR:0.9451493473123741|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.469265625|FOLD.ASTRO.ALD:0.115885416666666|FOLD.ASTRO.DHT:-0.0863125000000018|FOLD.ASTRO.PRG:0.025221354166665898|FOLD.ASTRO.ESR:-0.108106770833334|FOLD.NEURO.DEX:0.295328124999999|FOLD.NEURO.ALD:-0.0204218750000003|FOLD.NEURO.DHT:-0.0421354166666674|FOLD.NEURO.PRG:-0.0205260416666668|FOLD.NEURO.ESR:-0.0643411458333336
1071	Shank3	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000022623	ENSMUST00000109309|ENSMUST00000135214|ENSMUST00000154240|ENSMUST00000167173|ENSMUST00000039074|ENSMUST00000123799|ENSMUST00000238458|ENSMUST00000229559|ENSMUST00000230807|ENSMUST00000066545	NM_021423	SHANK3	ProSAP2	Regulation: UP|Probe.Set:ILMN_1215372|Identifier:NM_021423.1|FirstOfLocuslink:None|FirstOfName:Shank3|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.8965419848251995e-06|ANOVA.CELL:3.9352315747086005e-31|ANOVA.INT:0.00155063468254999|FDR_ANOVA.TREAT:0.000325940089868331|FDR_ANOVA.CELL:5.052986171596081e-30|FDR_ANOVA.INT:0.0888100313872415|TTEST.ASTRO.DEX:0.0009183934414938581|TTEST.ASTRO.ALD:0.00747672883487023|TTEST.ASTRO.DHT:0.96381072315986|TTEST.ASTRO.PRG:0.19789459994445702|TTEST.ASTRO.ESR:0.8891317324330991|TTEST.NEURO.DEX:0.0532844319617859|TTEST.NEURO.ALD:0.45934296897021903|TTEST.NEURO.DHT:0.727967730319487|TTEST.NEURO.PRG:0.6289400625254551|TTEST.NEURO.ESR:0.933464961986964|FDR_TTEST.ASTRO.DEX:0.0459933826112119|FDR_TTEST.ASTRO.ALD:0.40009979559958403|FDR_TTEST.ASTRO.DHT:0.9967132480169851|FDR_TTEST.ASTRO.PRG:0.8949866771345011|FDR_TTEST.ASTRO.ESR:0.9948439020384391|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.5456328125000011|FOLD.ASTRO.ALD:0.32170312499999903|FOLD.ASTRO.DHT:0.0046744791666668605|FOLD.ASTRO.PRG:0.0966536458333334|FOLD.ASTRO.ESR:-0.014776041666666|FOLD.NEURO.DEX:0.118109375|FOLD.NEURO.ALD:0.0471640625000003|FOLD.NEURO.DHT:0.0184010416666673|FOLD.NEURO.PRG:0.048078125000000006|FOLD.NEURO.ESR:0.0045442708333318605
1072	Phca	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000030760	ENSMUST00000206182|ENSMUST00000151258|ENSMUST00000137899|ENSMUST00000033020|ENSMUST00000120520	NM_001360616|NM_025408|NM_001360617|NM_001360615	ACER3		Regulation: UP|Probe.Set:ILMN_2669782|Identifier:NM_025408.2|FirstOfLocuslink:NP_079684.2|FirstOfName:Phca|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:3.16323400777574e-05|ANOVA.CELL:4.92420153809389e-21|ANOVA.INT:0.157197928326011|FDR_ANOVA.TREAT:0.0020688267291081803|FDR_ANOVA.CELL:2.81433446985948e-20|FDR_ANOVA.INT:0.9999978870935041|TTEST.ASTRO.DEX:0.00937551324341428|TTEST.ASTRO.ALD:0.217336022354564|TTEST.ASTRO.DHT:0.160756615777668|TTEST.ASTRO.PRG:0.0892626435250166|TTEST.ASTRO.ESR:0.2274220014672|TTEST.NEURO.DEX:0.48917816455675506|TTEST.NEURO.ALD:0.115514087636954|TTEST.NEURO.DHT:0.271998309851258|TTEST.NEURO.PRG:0.34233213378867305|TTEST.NEURO.ESR:0.746943643288355|FDR_TTEST.ASTRO.DEX:0.17476143127978602|FDR_TTEST.ASTRO.ALD:0.8067918139288831|FDR_TTEST.ASTRO.DHT:0.9101000462135921|FDR_TTEST.ASTRO.PRG:0.8635430309025841|FDR_TTEST.ASTRO.ESR:0.949196024906597|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.437033854166668|FOLD.ASTRO.ALD:-0.18858854166666603|FOLD.ASTRO.DHT:-0.219934895833333|FOLD.ASTRO.PRG:-0.28653385416666505|FOLD.ASTRO.ESR:-0.156546875|FOLD.NEURO.DEX:0.120098958333333|FOLD.NEURO.ALD:-0.21365885416666702|FOLD.NEURO.DHT:-0.12468749999999999|FOLD.NEURO.PRG:-0.136153645833332|FOLD.NEURO.ESR:-0.038492187499999296
1073	Crybb1	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000029343	ENSMUST00000131673|ENSMUST00000112375|ENSMUST00000031286	NM_001312893|NM_023695|NM_001312894|NM_001312895	CRYBB1	3110006K12Rik	Regulation: UP|Probe.Set:ILMN_2702122|Identifier:NM_023695.2|FirstOfLocuslink:NP_076184.1|FirstOfName:Crybb1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:2.28175910576703e-06|ANOVA.CELL:3.74739141340308e-22|ANOVA.INT:0.00016394946273028802|FDR_ANOVA.TREAT:0.00019878857537676702|FDR_ANOVA.CELL:2.3021826918902797e-21|FDR_ANOVA.INT:0.0141764091612515|TTEST.ASTRO.DEX:8.270226491223041e-05|TTEST.ASTRO.ALD:0.007539005033739271|TTEST.ASTRO.DHT:0.04309599043379601|TTEST.ASTRO.PRG:0.0191120633195274|TTEST.ASTRO.ESR:0.44273427681524|TTEST.NEURO.DEX:0.0542238466900212|TTEST.NEURO.ALD:0.287550708763927|TTEST.NEURO.DHT:0.46061156683950905|TTEST.NEURO.PRG:0.206356314643817|TTEST.NEURO.ESR:0.24688527663686902|FDR_TTEST.ASTRO.DEX:0.0100228198951636|FDR_TTEST.ASTRO.ALD:0.40009979559958403|FDR_TTEST.ASTRO.DHT:0.8845768646342911|FDR_TTEST.ASTRO.PRG:0.8265276883373011|FDR_TTEST.ASTRO.ESR:0.971248005964312|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.7095859375|FOLD.ASTRO.ALD:0.47403385416666804|FOLD.ASTRO.DHT:0.22473958333333402|FOLD.ASTRO.PRG:0.3738046875|FOLD.ASTRO.ESR:0.0971119791666677|FOLD.NEURO.DEX:0.0933151041666669|FOLD.NEURO.ALD:0.10080208333333401|FOLD.NEURO.DHT:-0.0381744791666669|FOLD.NEURO.PRG:0.0855937500000001|FOLD.NEURO.ESR:0.09548177083333349
1074	Ccdc3	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000026676	ENSMUST00000027988	NM_028804	CCDC3	2310045O21Rik	Regulation: UP|Probe.Set:ILMN_2611180|Identifier:XM_129987.2|FirstOfLocuslink:None|FirstOfName:Ccdc3|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:5.66335512994739e-10|ANOVA.CELL:2.5396777906727396e-49|ANOVA.INT:1.65071918717073e-07|FDR_ANOVA.TREAT:1.09414125426858e-07|FDR_ANOVA.CELL:7.194299528007549e-47|FDR_ANOVA.INT:3.43944558371466e-05|TTEST.ASTRO.DEX:2.9708955465442006e-05|TTEST.ASTRO.ALD:0.007960912827413121|TTEST.ASTRO.DHT:0.104902524673219|TTEST.ASTRO.PRG:0.991499049799173|TTEST.ASTRO.ESR:0.350915765954647|TTEST.NEURO.DEX:0.0562630031700342|TTEST.NEURO.ALD:0.33316823114507504|TTEST.NEURO.DHT:0.32228248557466205|TTEST.NEURO.PRG:0.20139488231065603|TTEST.NEURO.ESR:0.237816174397414|FDR_TTEST.ASTRO.DEX:0.00552290071416831|FDR_TTEST.ASTRO.ALD:0.40638142432114|FDR_TTEST.ASTRO.DHT:0.8967445379819481|FDR_TTEST.ASTRO.PRG:0.9996637960980641|FDR_TTEST.ASTRO.ESR:0.959523316044357|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.6257447916666661|FOLD.ASTRO.ALD:0.372015625|FOLD.ASTRO.DHT:-0.10344270833333301|FOLD.ASTRO.PRG:0.000981770833334394|FOLD.ASTRO.ESR:-0.0728229166666665|FOLD.NEURO.DEX:0.16685416666666703|FOLD.NEURO.ALD:0.0969114583333326|FOLD.NEURO.DHT:0.08277604166666559|FOLD.NEURO.PRG:0.11278124999999901|FOLD.NEURO.ESR:0.0866692708333332
1075	Pex11a	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000030545	ENSMUST00000205297|ENSMUST00000150606|ENSMUST00000139620|ENSMUST00000032761	NM_011068	PEX11A	PEX11alpha	Regulation: UP|Probe.Set:ILMN_1249264|Identifier:NM_011068.1|FirstOfLocuslink:NP_035198.1|FirstOfName:Pex11a|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:1.2576697956987298e-06|ANOVA.CELL:6.42422008933517e-19|ANOVA.INT:9.19728355664812e-06|FDR_ANOVA.TREAT:0.00011851356152366|FDR_ANOVA.CELL:3.2274174562611505e-18|FDR_ANOVA.INT:0.00120990134172271|TTEST.ASTRO.DEX:0.000169405448113473|TTEST.ASTRO.ALD:0.465995331441905|TTEST.ASTRO.DHT:0.890925008067674|TTEST.ASTRO.PRG:0.272516501610621|TTEST.ASTRO.ESR:0.48216642985414604|TTEST.NEURO.DEX:0.7602983418111531|TTEST.NEURO.ALD:0.46504425551869305|TTEST.NEURO.DHT:0.343082503301647|TTEST.NEURO.PRG:0.142409904009099|TTEST.NEURO.ESR:0.12720312019145602|FDR_TTEST.ASTRO.DEX:0.015520093573792599|FDR_TTEST.ASTRO.ALD:0.898480158117113|FDR_TTEST.ASTRO.DHT:0.9910117083866581|FDR_TTEST.ASTRO.PRG:0.9108991004944981|FDR_TTEST.ASTRO.ESR:0.9717930829761621|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.8003046875000001|FOLD.ASTRO.ALD:0.12765625|FOLD.ASTRO.DHT:-0.0169114583333334|FOLD.ASTRO.PRG:0.148549479166667|FOLD.ASTRO.ESR:0.08871614583333359|FOLD.NEURO.DEX:-0.007786458333332471|FOLD.NEURO.ALD:-0.0544374999999997|FOLD.NEURO.DHT:-0.0827682291666658|FOLD.NEURO.PRG:-0.0600677083333325|FOLD.NEURO.ESR:-0.0468880208333324
1076	Mbd1	19	19_neurons_dex_up_michkor_cells_dex	michkor-cells-dex	ENSMUSG00000024561	ENSMUST00000224332|ENSMUST00000239157|ENSMUST00000224159|ENSMUST00000224047|ENSMUST00000224907|ENSMUST00000097530|ENSMUST00000237568	NM_001357421|NM_013594|NM_001402889|NM_001357423|NM_001357422	MBD1	PCM1|Cxxc3	Regulation: UP|Probe.Set:ILMN_2749511|Identifier:NM_013594.1|FirstOfLocuslink:NP_038622.1|FirstOfName:Mbd1|FirstOfFunction:NA|Description:NA|ANOVA.TREAT:5.68596423082424e-06|ANOVA.CELL:2.7108230419047004e-05|ANOVA.INT:0.0993946081659777|FDR_ANOVA.TREAT:0.00045580505623971904|FDR_ANOVA.CELL:6.416318594264281e-05|FDR_ANOVA.INT:0.9996616505022561|TTEST.ASTRO.DEX:0.0048372922795424204|TTEST.ASTRO.ALD:0.0318376559981052|TTEST.ASTRO.DHT:0.13549286224009202|TTEST.ASTRO.PRG:0.0505032086054249|TTEST.ASTRO.ESR:0.574121524789597|TTEST.NEURO.DEX:0.059652516301662004|TTEST.NEURO.ALD:0.225304752259527|TTEST.NEURO.DHT:0.44325198820959605|TTEST.NEURO.PRG:0.946062603467359|TTEST.NEURO.ESR:0.6895670004132031|FDR_TTEST.ASTRO.DEX:0.12157074274781601|FDR_TTEST.ASTRO.ALD:0.57415785322207|FDR_TTEST.ASTRO.DHT:0.9044889189706851|FDR_TTEST.ASTRO.PRG:0.8530565717830411|FDR_TTEST.ASTRO.ESR:0.9781339683583761|FDR_TTEST.NEURO.DEX:0.9999864087421151|FDR_TTEST.NEURO.ALD:0.9999126459558031|FDR_TTEST.NEURO.DHT:0.9999854347175571|FDR_TTEST.NEURO.PRG:0.9997888094014671|FDR_TTEST.NEURO.ESR:0.9999302920801281|FOLD.ASTRO.DEX:0.38488541666666604|FOLD.ASTRO.ALD:0.23632031250000002|FOLD.ASTRO.DHT:0.123924479166666|FOLD.ASTRO.PRG:0.15801302083333302|FOLD.ASTRO.ESR:-0.0398984374999998|FOLD.NEURO.DEX:0.185505208333333|FOLD.NEURO.ALD:0.1187109375|FOLD.NEURO.DHT:0.053552083333332896|FOLD.NEURO.PRG:-0.00404166666666672|FOLD.NEURO.ESR:0.029072916666667198
